id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
4190,No candidate mentioned,Negative,None of the above,"They were so busy convincing us of the American Nightmare, they have forgotten to engage us with an American Dream. #GOPDebate",busy convincing american nightmare forgotten engage american dream,126,21,1,0,0,0
9672,Donald Trump,Negative,None of the above,"I just to say this #GOPDebates #DonaldTrump is like a bully on a playground, all talk! We know what's wrong, #howdowefixit",say like bully playground talk know whats wrong,122,21,3,0,0,0
1019,Donald Trump,Negative,None of the above,RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWr”,still clown show glad head clown trump helping destroy gop,121,16,1,1,1,0
2490,No candidate mentioned,Negative,None of the above,"Not shocked much,but ""debate"" questions for both were ABSURD!!With all the shit we have going on, they chose 2 try &amp; start fights #GOPDebate",shocked muchbut debate question absurdwith shit going chose try amp sta fight,144,24,1,0,0,0
8416,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,posed adult picturesshould bring,106,14,2,2,0,1
5029,Donald Trump,Negative,None of the above,"RT @Timcast: Trump said this country needs brain, so basically he is saying we shouldn't vote for him? #GOPDebate",trump said country need brain basically saying shouldnt vote,113,19,1,1,0,1
12312,Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,hugged obama doesnt deserve stage tonight,124,18,2,2,0,1
13710,Jeb Bush,Negative,Jobs and Economy,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB",one crash economy way want thanks,107,18,2,1,0,1
11537,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
7127,No candidate mentioned,Negative,None of the above,"@CNN No, but I watched a couple of kids argue over who had a better birthday at work. I figure the #GOPDebate went a similar way.",watched couple kid argue better bihday work figure went similar way,129,26,1,1,0,0
9410,No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,need order another green apple maini process hell happened,128,20,2,1,0,1
8122,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
2648,No candidate mentioned,Negative,None of the above,"RT @OnTheManney: It's funny to see a bunch of grown ass men, trying to scare America about a woman running for president. 
#GOPDebate",funny see bunch grown as men trying scare america woman running president,133,23,1,1,0,1
12871,Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds elevator music hear dont listen,117,19,2,1,0,1
636,No candidate mentioned,Negative,None of the above,"RT @whoisbenchang: The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lT…",theater madefortv amp web drama duh reality via,144,18,1,3,1,1
5871,No candidate mentioned,Negative,None of the above,RT @hragv: This is not a debate. #GOPDebate,debate,43,8,1,1,0,1
8375,Chris Christie,Negative,Foreign Policy,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,tonight learned think remove civil right fight terrorism,136,19,2,2,0,1
3534,No candidate mentioned,Negative,Religion,RT @msamysteele: We have separation of church and state. We have separation of church and state. We have separation of church and state. #G…,separation church state separation church state separation church state,140,24,1,1,0,1
10504,No candidate mentioned,Negative,None of the above,This is the point where we decide to elect a prophet #GOPdebates,point decide elect prophet,64,12,1,0,0,0
9461,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,doesnt chris wallace ask politicans finance money come,140,22,1,1,0,1
808,Scott Walker,Negative,Abortion,RT @TheBaxterBean: Scott Walker Forces Women To Carry Rapists’ Pregnancies &amp; Let Men Sue Over Abortion #GOPDebate http://t.co/yziVIpQAnx @B…,scott walker force woman carry rapist pregnancy amp let men sue aboion,144,19,1,2,1,1
13089,No candidate mentioned,Negative,None of the above,#thereisnoObamaCare it is called the #AffordableCareAct #GOPDebates,called,67,7,3,0,0,0
3633,No candidate mentioned,Negative,FOX News or Moderators,@ChrisVernonShow The best part of the debate last night? The legs behind Bret Baier's head. #TrueStory #GOPDebate http://t.co/WEVgTvp7zp,best debate last night leg behind bret baiers head,136,18,2,1,1,0
9550,No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,need order another green apple maini process hell happened,128,20,2,1,0,1
10724,No candidate mentioned,Negative,None of the above,THIS FUCKING QUESTION. THEYRE ASKING THIS TO POTENTIAL PRESIDENTIAL NOMINEES. HOLY SHIT #GOPDebates,fucking question theyre asking potential presidential nominee holy shit,99,13,1,0,0,0
1782,No candidate mentioned,Negative,FOX News or Moderators,"Fox News keeps hammering, according to plan, how great Carly Fiorina was last night—but I don't remember a word she said. #GOPDebate",fox news keep hammering according plan great carly fiorina last night—but dont remember word said,132,22,1,0,0,0
10022,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
12892,No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @mostwiselatina: #LatinosListen #GOPDebates
What is wrong with this picture? One A/A man. And no women. We make up 52% of population. ht…",wrong picture one man woman make population ht…,140,23,2,1,0,1
11250,Ted Cruz,Negative,None of the above,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,ted cruzs mutant superpower fearmongering,111,12,4,1,0,1
12656,Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds elevator music hear dont listen,117,19,2,1,0,1
2473,No candidate mentioned,Negative,None of the above,RT @NotBillWalton: The Straight Outta Compton trailer that just came on spent more time on police brutality than the #GOPDebate did.,straight outta compton trailer came spent time police brutality,132,21,1,1,0,1
3386,No candidate mentioned,Negative,None of the above,RT @NeinQuarterly:My only complaint with the political culture of the present: the politics. The culture. And the present. #GOPDebate,complaint political culture present politics culture present,133,19,1,1,0,1
10404,No candidate mentioned,Negative,Religion,"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.",damn christian revival cut,76,12,1,1,0,1
12454,Scott Walker,Negative,None of the above,@ScottWalker obviously you're not running your own Twitter account either because you're at the live GOP debate! #GOPDebates,obviously youre running twitter account either youre live gop debate,124,18,1,1,0,0
10353,No candidate mentioned,Negative,None of the above,LaurieCicotello : What Roxy Girl thinks of the #GOPDebates... @ Kaua'i … http://t.co/ZSMwzTkfFv) http://t.co/GVxKgHDXOQ,lauriecicotello roxy girl think kauai,119,14,1,0,1,0
12797,No candidate mentioned,Negative,None of the above,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV,someone send link,118,12,2,1,1,1
627,No candidate mentioned,Negative,None of the above,"RT @daveweigel: The official debate line-up from L-R: Loser, Loser, Loser, Loser, Classy, Loser, Loser, Loser, Loser, Loser. #GOPDebate",official debate lineup loser loser loser loser classy loser loser loser loser loser,135,19,1,1,0,1
9141,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,american people pick next president united state fox news,121,19,2,1,0,1
5175,Chris Christie,Negative,None of the above,@dickscuttlebutt @TYFYS84 @DuffelBlog your #GOPDebate tl;dr: blah blah politics blah blah whiskey blah silent weeping blah Christie is fat.,tldr blah blah politics blah blah whiskey blah silent weeping blah christie fat,139,19,1,3,0,0
5491,Donald Trump,Negative,Women's Issues (not abortion though),"It's disturbing to watch #Trump being applauded after he admits calling women fat, pigs, disgusting animals. #GOPDebate #Election2016 #WoW",disturbing watch applauded admits calling woman fat pig disgusting animal,138,19,4,0,0,0
5415,No candidate mentioned,Negative,None of the above,RT @AmyMek: Shut Up .@RepDWStweets-&gt;Typical Lib tries 2 convince Americans they R Victims 2 advance overreaching pub policies &amp; secure Vote…,shut gttypical lib try convince american victim advance overreaching pub policy amp secure vote…,147,21,0,2,0,1
2806,No candidate mentioned,Negative,FOX News or Moderators,RT @jjauthor: I just have to say I like @megynkellybut but she has gone over the top. She was trying to be the star instead of the candidat…,say like gone top trying star instead candidat…,140,28,0,2,0,1
1763,Donald Trump,Negative,None of the above,RT @SoccerMum11: Is it me or was #GOPDebate asking more personal attack type questions to @realDonaldTrump? Not cool.,asking personal attack type question cool,117,18,1,2,0,1
7469,No candidate mentioned,Negative,Religion,"RT @julsmarietells: Conveniently, no candidate received a word from God that as President they should look after the poor, sick, &amp; disenfra…",conveniently candidate received word god president look poor sick amp disenfra…,144,22,0,1,0,1
8186,No candidate mentioned,Negative,FOX News or Moderators,"@redsteeze @dalestokely Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates",megyn kelly top thought would announce candidacy last night,123,19,1,2,0,0
5555,No candidate mentioned,Negative,None of the above,"At certain (not rare) moments the #GOPDebate seemed for pres elec in middle ages. Seriously, u r welcome to the 21th century, plz come in,",ceain rare moment seemed pres elec middle age seriously welcome century plz come,138,25,1,0,0,0
8263,No candidate mentioned,Negative,None of the above,RT @Joy__Hart: The morning Joe crowd is giving Fiorina a false sense of intelligence. She is Sarah Palin with lighter hair #gopdebates,morning joe crowd giving fiorina false sense intelligence sarah palin lighter hair,134,22,1,1,0,1
2251,No candidate mentioned,Negative,Foreign Policy,RT @millerkevinc: Hard to hear all the candidates at the #GOPDebate talk about sending more troops to war with no mention of how to care fo…,hard hear candidate talk sending troop war mention care fo…,140,26,1,1,0,1
1195,No candidate mentioned,Negative,FOX News or Moderators,RT @JoeMyGod: First two ads during the debate: denture adhesive and memory pills. #CoreFoxAudience #GOPDebate,first two ad debate denture adhesive memory pill,109,15,2,1,0,1
1349,Donald Trump,Negative,Healthcare (including Medicare),RT @luchadora41: Trump: ‘I Would’ Shut Down the Gov’t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate,trump would shut gov defund planned parenthood obamacare woot,136,18,1,1,1,1
3901,No candidate mentioned,Negative,None of the above,"#GOPDebate watching highlights from last night wow these people are really immature, women bashing and yelling over who got a hug #UniteBlue",watching highlight last night wow people really immature woman bashing yelling got hug,140,22,2,0,0,0
5137,No candidate mentioned,Negative,None of the above,"2/2 Me: ""its like a priest who can get married, have kids"" ""ohh a tea party person"" Me: ""yep. Pretty much."" Geese - #GOPDebate #ClownCar",like priest get married kid ohh tea pay person yep pretty much goose,136,25,2,0,0,0
166,Ben Carson,Negative,Religion,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",think god pretty fair guy ben carson neurosurgeon belief modern day taxation based ancient book,140,24,1,0,0,0
1463,No candidate mentioned,Negative,None of the above,"Use ""fewer"" when you can count it, ""less"" when you can't. Freshman Comp 1. Just saying… #GOPDebate #WhenPoliticiansSpeak",use fewer count less cant freshman comp saying…,120,18,2,0,0,0
